ID_Venta;Fecha_Venta;Provincia;Tipo_Comprador;Tipo_Empresa;Vehiculo_Nuevo;Marca;Tipo_Vehiculo;Kilometraje;Precio_USD;Valor_Dolar;Modelo_Vehiculo;Consumo_Litros_100km;Costo_Mantenimiento_Anual;Color
1580;27/2/2022;Buenos Aires;Particular;NA;No;Volkswagen;Auto;270286;46931,71258;197,9730068;2009;24,87879894;4102,57839;Negro
1581;15/10/2022;Santa Fe;Empresa;Servicios;No;Chevrolet;Auto;234805;53890,31909;186,2732259;2009;21,89235367;4235,663101;Negro
1582;1/8/2022;Buenos Aires;Particular;NA;No;Chevrolet;Trafic;93556;105082,1263;176,4018797;2009;19,60169241;1224,971436;Negro
1583;1/7/2023;Entre Rios;Particular;NA;SI;Mercedes-Benz;Trafic;0;65732,42055;162,9969295;2023;12,69902702;1934,35508;Negro
1584;17/9/2022;Buenos Aires;Particular;NA;No;Ford;Moto;226671;28014,78224;153,4294622;2009;6,111157187;3506,834322;Negro
1585;18/12/2022;Santa Fe;Particular;NA;No;Mercedes-Benz;Camioneta;90495;72680,52178;159,4457934;2009;13,24755359;4926,883505;Negro
1586;11/11/2023;Salta;Particular;NA;SI;Nissan;Camioneta;0;72086,48842;129,7678491;2023;17,37524717;3289,141385;Negro
1587;20/2/2023;Santa Fe;Empresa;Construccion;No;Volkswagen;Camioneta;215049;39098,96757;157,0618393;2011;14,46168936;3276,591515;Negro
1588;25/3/2023;Buenos Aires;Particular;NA;No;Fiat;Auto;255207;66001,03671;180,7198436;2011;13,24354064;3472,04304;Negro
1589;3/12/2022;Santa Fe;Particular;NA;SI;Ford;Trafic;0;38603,76198;108,0030445;2022;21,57870675;1958,079165;Negro
1590;26/3/2023;Cordoba;Particular;NA;No;Chevrolet;Moto;292697;79135,43695;137,7135862;2011;22,83210051;633,9785661;Negro
1591;30/12/2022;Buenos Aires;Empresa;Transporte;No;Chevrolet;Camioneta;157088;51457,40386;126,7855059;2009;24,21934047;816,4006848;Negro
1592;19/10/2022;Cordoba;Empresa;Transporte;No;Nissan;Moto;77415;15387,81331;184,2689949;2009;18,50678703;3899,930307;Negro
1593;7/7/2023;Buenos Aires;Particular;NA;No;Mercedes-Benz;Auto;152442;52844,52397;118,4492552;2011;17,88773623;3984,416091;Negro
1594;17/11/2022;Buenos Aires;Empresa;Transporte;No;Mercedes-Benz;Auto;200371;20620,17007;102,8567131;2009;15,37079354;3225,779604;Negro
1595;10/3/2023;Santa Fe;Particular;NA;No;Chevrolet;Camioneta;178522;57033,87014;118,8430142;2011;17,86871066;1201,174161;Negro
1596;20/12/2023;Buenos Aires;Particular;NA;No;Renault;Camioneta;41318;96332,98492;130,7905032;2011;19,49120639;2296,020137;Negro
1597;19/8/2023;Mendoza;Particular;NA;No;Chevrolet;Moto;248220;50747,27938;154,431146;2011;11,25298976;4631,064136;Negro
1598;23/9/2023;Salta;Particular;NA;No;Ford;Auto;152488;58505,26331;115,8064017;2011;9,762709234;539,2694314;Negro
1599;17/8/2022;Buenos Aires;Particular;NA;SI;Toyota;Camioneta;0;91363,58303;176,5278166;2022;22,80104704;2487,436807;Negro
1600;1/5/2022;Buenos Aires;Particular;NA;No;Ford;Camion;188556;29994,38434;149,4141472;2020;13,03619847;2450,102691;Negro
1601;11/3/2022;Buenos Aires;Particular;NA;No;Toyota;Auto;284218;39128,90683;149,3403382;2020;7,22823936;2485,371813;Negro
1602;14/9/2022;Santa Fe;Particular;NA;No;Ford;Trafic;194846;63000,77636;188,2351047;2020;10,19233894;659,6815036;Negro
1603;9/4/2022;Santa Fe;Empresa;Servicios;SI;Toyota;Auto;0;60767,16409;147,2526966;2022;17,28189043;1739,92856;Negro
1604;2/3/2022;Buenos Aires;Particular;NA;No;Ford;Auto;139661;42090,27878;119,5801041;2020;17,05498683;4576,586006;Negro
1605;6/1/2023;Buenos Aires;Particular;NA;No;Nissan;Auto;47686;69088,82265;192,148613;2011;11,79753544;4335,299239;Negro
1606;11/12/2023;Santa Fe;Empresa;Servicios;No;Nissan;SUV;24227;54391,95419;122,5015187;2011;7,341186724;2139,921215;Blanco
1607;14/2/2022;Cordoba;Particular;NA;No;Chevrolet;Trafic;235840;63366,56416;131,3466336;2020;6,516069729;587,991393;Blanco
1608;5/4/2023;Mendoza;Empresa;Construccion;No;Chevrolet;Auto;210489;27232,15601;112,6880267;2011;18,46125798;3873,927197;Blanco
1609;28/4/2023;Santa Fe;Particular;NA;No;Mercedes-Benz;Auto;253756;51330,00964;143,5189698;2011;21,31368695;1140,741763;Blanco
1610;6/3/2022;Buenos Aires;Empresa;Servicios;No;Renault;Camioneta;245063;25235,70097;128,7108641;2020;17,23398875;3638,853163;Blanco
1611;20/6/2022;Mendoza;Particular;NA;No;Chevrolet;Auto;233516;10158,42269;164,5375442;2020;6,830007219;2110,447717;Blanco
1612;6/1/2022;Buenos Aires;Empresa;Construccion;No;Nissan;Auto;119932;45895,7688;173,5697639;2020;17,23562204;4636,813038;Blanco
1613;10/9/2022;Santa Fe;Particular;NA;SI;Fiat;Camioneta;0;86499,45096;190,0928232;2022;8,02330519;3428,39633;Blanco
1614;30/5/2022;Buenos Aires;Particular;NA;No;Chevrolet;Auto;124932;39207,76996;175,7141815;2020;8,61875837;1993,036659;Blanco
1615;16/8/2023;Santa Fe;Particular;NA;SI;Chevrolet;Trafic;0;98510,52785;145,2306791;2023;22,4015119;3273,095708;Blanco
1616;14/1/2022;Buenos Aires;Particular;NA;No;Fiat;Auto;25568;75817,16951;130,1615386;2020;24,29146581;4847,313683;Blanco
1617;7/1/2022;Buenos Aires;Particular;NA;SI;Ford;Trafic;0;89123,18535;186,1787036;2022;24,37531542;2945,777531;Blanco
1618;3/11/2022;Cordoba;Particular;NA;No;Nissan;Auto;233725;46379,58593;137,657658;2020;12,02485477;4767,370035;Blanco
1619;16/8/2023;Buenos Aires;Particular;NA;SI;Volkswagen;Camioneta;0;38999,79223;160,1241723;2023;10,91561605;1335,48308;Blanco
1620;15/1/2023;Santa Fe;Particular;NA;SI;Nissan;Camion;0;57012,10003;114,8372826;2023;15,40241943;1142,48411;Blanco
1621;3/7/2022;Santa Fe;Empresa;Comercial;No;Mercedes-Benz;Camion;147208;21965,81399;169,0287306;2020;18,48900679;4624,86419;Blanco
1622;18/4/2023;Buenos Aires;Particular;NA;No;Ford;Auto;295586;56413,80535;129,1042673;2011;20,64526322;881,4201852;Blanco
1623;10/2/2022;Misiones;Empresa;Construccion;No;Volkswagen;Auto;100474;59879,69662;110,4185761;2016;16,31124902;3397,234681;Blanco
1624;21/6/2023;Buenos Aires;Particular;NA;SI;Chevrolet;Trafic;0;21251,41752;134,4649665;2023;5,271922596;3259,774206;Blanco
1625;19/10/2022;Buenos Aires;Empresa;Construccion;No;Fiat;Auto;127162;51420,41626;183,7279629;2016;19,06842421;1165,877881;Blanco
1626;21/5/2022;Salta;Particular;NA;SI;Nissan;Camioneta;0;85161,67922;142,4180337;2022;18,62833847;4299,401186;Blanco
1627;12/4/2022;Buenos Aires;Empresa;Comercial;No;Ford;Auto;274686;14360,78325;143,9194492;2016;8,587574925;4241,034799;Blanco
1628;22/4/2023;Santa Fe;Particular;NA;No;Renault;SUV;215954;22838,80006;161,1018354;2011;22,46553485;1525,930371;Blanco
1629;21/11/2023;Buenos Aires;Particular;NA;No;Chevrolet;Auto;170385;55863,6124;144,7825077;2011;16,96265523;2781,251006;Blanco
1630;17/9/2022;Cordoba;Particular;NA;No;Nissan;Camioneta;25347;91534,25598;105,2416129;2016;24,09644668;2002,584448;Blanco
1631;28/11/2023;Buenos Aires;Empresa;Transporte;No;Renault;Auto;20844;67633,46204;195,1991711;2011;14,29871658;3521,57809;Blanco
1632;21/2/2023;Buenos Aires;Particular;NA;SI;Volkswagen;SUV;0;64905,21322;150,7005339;2023;5,241114498;3554,739544;Blanco
1633;31/10/2023;Buenos Aires;Empresa;Comercial;SI;Mercedes-Benz;Auto;0;14108,20382;119,232825;2023;19,82972345;3041,199719;Blanco
1634;1/6/2022;Cordoba;Particular;NA;SI;Renault;Auto;0;17684,84614;167,5939232;2022;5,536795864;4014,790944;Blanco
1635;7/1/2023;Santa Fe;Particular;NA;No;Chevrolet;Auto;111483;79117,41647;191,7429644;2011;20,25696952;789,0203415;Blanco
1636;28/3/2023;Mendoza;Empresa;Transporte;SI;Toyota;Trafic;0;76710,00299;163,6492818;2023;10,83662755;3459,662314;Blanco
1637;19/8/2022;Santa Fe;Empresa;Comercial;No;Chevrolet;Camioneta;42117;74204,50805;177,8555668;2016;11,01696648;1205,841864;Blanco
1638;26/3/2022;Misiones;Particular;NA;No;Nissan;Auto;50412;25059,62707;178,3981328;2016;9,834101021;834,2640626;Blanco
1639;6/10/2022;Cordoba;Empresa;Transporte;No;Renault;Auto;256663;79654,35608;120,5828449;2016;23,44898696;4709,216417;Blanco
1640;26/4/2023;Santa Fe;Particular;NA;SI;Volkswagen;Trafic;0;93302,87141;162,4179299;2023;16,0057321;4196,752503;Blanco
1641;6/11/2023;Buenos Aires;Particular;NA;No;Chevrolet;Auto;219304;75733,81177;192,5235221;2011;16,19885146;2838,358598;Blanco
1642;25/4/2023;Tucuman;Particular;NA;SI;Chevrolet;Auto;0;10692,92942;113,9703805;2023;22,53826701;2999,896607;Blanco
1643;30/10/2022;Cordoba;Particular;NA;No;Chevrolet;Auto;34831;13511,38397;117,7386218;2016;12,60310771;937,5138535;Blanco
1644;22/3/2022;Buenos Aires;Particular;NA;SI;Volkswagen;Auto;0;11769,77438;104,1915758;2022;21,97613103;4676,463387;Blanco
1645;1/4/2023;Tucuman;Empresa;Transporte;SI;Ford;Auto;0;12225,50154;164,5212232;2023;8,838151176;752,325869;Blanco
1646;23/7/2023;Santa Fe;Particular;NA;No;Renault;Trafic;270074;53230,04248;187,6085248;2011;12,17534519;4011,798632;Blanco
1647;13/5/2023;Mendoza;Particular;NA;No;Chevrolet;Auto;93715;5290,134385;196,4488767;2011;13,62541246;3219,686608;Blanco
1648;19/7/2023;Santa Fe;Particular;NA;No;Chevrolet;Trafic;224582;88171,53222;102,1069135;2011;15,13563285;4569,347283;Blanco
1649;15/6/2023;Santa Fe;Empresa;Transporte;SI;Toyota;Camioneta;0;26061,73191;100,194543;2023;17,91566802;1708,181132;Blanco
1650;3/1/2023;Misiones;Particular;NA;No;Renault;Auto;226133;27450,72435;153,3777581;2011;23,53205035;4587,983763;Blanco
1651;1/9/2023;Mendoza;Particular;NA;No;Renault;Camion;159315;47246,57073;177,9082945;2011;8,598716446;1891,455364;Blanco
1652;25/6/2022;Santa Fe;Particular;NA;No;Toyota;Camioneta;273805;108259,5711;189,8061548;2016;12,72248067;737,3336127;Blanco
1653;5/8/2022;Santa Fe;Particular;NA;No;Fiat;Camion;295192;94219,88973;195,7912703;2016;6,042334038;3462,32468;Blanco
1654;15/11/2023;Misiones;Empresa;Produccion;SI;Mercedes-Benz;Auto;0;75518,7572;111,5866867;2023;13,03307147;1355,736802;Blanco
1655;18/4/2022;Mendoza;Particular;NA;No;Toyota;Camioneta;103855;45406,26468;130,9757836;2016;14,63176744;4742,104877;Blanco
1656;10/7/2023;Buenos Aires;Empresa;Servicios;No;Toyota;Auto;135378;8284,076013;137,8063009;2011;22,94042314;2468,059096;Blanco
1657;29/8/2023;Buenos Aires;Particular;NA;No;Mercedes-Benz;Auto;289723;73306,08245;158,3770745;2011;13,7429223;980,5753136;Blanco
1658;29/3/2023;Buenos Aires;Empresa;Comercial;No;Volkswagen;Camion;84798;110748,4323;140,6939902;2011;13,81848601;4783,994935;Blanco
1659;13/7/2023;Tucuman;Particular;NA;SI;Chevrolet;Auto;0;79351,49763;163,3402603;2023;16,19889622;1830,695797;Blanco
1660;8/3/2022;Santa Fe;Particular;NA;No;Toyota;Auto;232005;39433,09309;144,8095433;2016;21,12329916;4583,181058;Blanco
1661;26/3/2023;Buenos Aires;Particular;NA;No;Volkswagen;Camion;64432;34870,27038;118,0975766;2011;12,44320014;2605,069966;Blanco
1662;2/8/2022;Santa Fe;Empresa;Construccion;No;Nissan;Camioneta;142406;81515,87592;133,3370453;2016;8,149050381;4556,333548;Blanco
1663;27/9/2022;Santa Fe;Empresa;Produccion;No;Mercedes-Benz;Auto;193711;7599,888927;184,4467828;2016;6,515507608;3288,767703;Blanco
1664;1/9/2023;Buenos Aires;Particular;NA;No;Ford;Moto;95119;53701,14563;177,9828628;2011;12,87074109;1824,1491;Blanco
1665;10/5/2022;Santa Fe;Empresa;Produccion;SI;Chevrolet;Camioneta;0;60297,68387;100,5762138;2022;7,31547093;1123,570768;Blanco
1666;13/2/2023;Buenos Aires;Particular;NA;No;Volkswagen;Camioneta;48119;111014,7783;188,1296309;2011;21,30435335;2411,772739;Blanco
1667;25/3/2023;Santa Fe;Particular;NA;No;Renault;Auto;97966;73843,04914;139,206718;2011;9,438824182;1082,9642;Blanco
1668;11/7/2023;Buenos Aires;Particular;NA;No;Volkswagen;Trafic;16516;35007,75519;199,1067189;2011;11,9377078;1153,540818;Blanco
1669;29/10/2022;Buenos Aires;Particular;NA;No;Nissan;Camioneta;193560;111936,5215;187,2610446;2016;5,416383432;4467,861993;Blanco
1670;1/3/2022;Santa Fe;Particular;NA;SI;Mercedes-Benz;Auto;0;64258,93677;127,4637136;2022;11,3000657;4107,992333;Blanco
1671;20/3/2022;Buenos Aires;Empresa;Transporte;No;Chevrolet;SUV;150142;66440,33116;123,302803;2016;18,59262996;4894,550328;Blanco
1672;2/3/2023;Buenos Aires;Particular;NA;SI;Volkswagen;Auto;0;49299,22459;198,8045343;2023;10,20924435;1529,596405;Blanco
1673;9/4/2023;Santa Fe;Particular;NA;No;Fiat;Camioneta;103635;66197,24542;191,7727253;2011;11,59787705;1778,834663;Blanco
1674;26/6/2023;Tucuman;Particular;NA;No;Toyota;Camion;247910;104082,1889;171,7931603;2011;18,41569051;3041,981137;Blanco
1675;4/9/2022;Santa Fe;Particular;NA;SI;Ford;Auto;0;54252,951;163,9722744;2022;9,624004615;1909,372226;Blanco
1676;30/3/2023;Santa Fe;Particular;NA;No;Volkswagen;Auto;6219;52986,02176;186,9489928;2011;8,693186105;2705,919125;Blanco
1677;30/1/2023;Santa Fe;Empresa;Comercial;No;Mercedes-Benz;Auto;269162;6671,229907;178,8627889;2011;21,90056165;549,7397791;Blanco
1678;9/7/2022;Tucuman;Particular;NA;No;Mercedes-Benz;Moto;278182;33916,45728;131,7832788;2016;22,70662178;914,8022688;Blanco
1679;18/2/2022;Santa Fe;Particular;NA;No;Toyota;Auto;183455;22224,94682;144,6174482;2016;7,154291345;3239,704711;Blanco
1680;23/3/2023;Tucuman;Particular;NA;SI;Renault;Auto;0;62014,57771;180,3531994;2023;15,40855921;664,9416418;Blanco
1681;27/6/2023;Buenos Aires;Particular;NA;SI;Mercedes-Benz;SUV;0;11551,93077;198,4644876;2023;12,40325603;4280,134362;Blanco
1682;23/4/2023;Mendoza;Empresa;Transporte;No;Renault;Trafic;13059;70537,41052;129,7637525;2011;17,99876517;2687,596002;Blanco
1683;10/11/2023;Cordoba;Empresa;Servicios;No;Ford;Camioneta;154138;62807,48706;129,7116071;2011;17,71183808;3734,600658;Blanco
1684;1/7/2022;Santa Fe;Empresa;Comercial;No;Volkswagen;Auto;256456;44678,10799;180,9453749;2016;20,57535747;2108,646811;Blanco
1685;14/7/2023;Santa Fe;Empresa;Transporte;No;Chevrolet;Camion;254926;108095,7091;134,6710078;2011;22,7045505;1034,189042;Blanco
1686;20/6/2023;Buenos Aires;Particular;NA;No;Mercedes-Benz;Camioneta;248721;62718,23534;192,1334749;2011;11,09323226;1268,163566;Blanco
1687;5/8/2022;Buenos Aires;Particular;NA;No;Volkswagen;Auto;223368;23330,57022;184,1113615;2019;7,312315949;2027,521589;Blanco
1688;13/10/2022;Buenos Aires;Empresa;Comercial;No;Nissan;Moto;7905;32096,74839;121,2260335;2019;5,623472593;3745,04331;Blanco
1689;29/6/2023;Santa Fe;Particular;NA;No;Volkswagen;Camioneta;222750;66961,90328;192,7826447;2011;7,357285168;3786,622299;Blanco
1690;4/3/2023;Buenos Aires;Empresa;Comercial;No;Fiat;Camioneta;155750;80733,2701;187,4011915;2011;16,87868068;2544,518106;Blanco
1691;20/4/2022;Buenos Aires;Particular;NA;SI;Ford;Auto;0;42423,67377;184,0639461;2022;5,867484945;2974,355444;Gris
1692;22/10/2022;Buenos Aires;Particular;NA;SI;Volkswagen;Auto;0;65459,77759;104,3017618;2022;8,000436825;4871,763793;Gris
1693;11/11/2023;Mendoza;Particular;NA;No;Chevrolet;Auto;118784;58017,28455;133,1228202;2011;17,36522257;4280,572886;Gris
1694;1/9/2022;Buenos Aires;Particular;NA;No;Chevrolet;Auto;180711;26016,51211;191,6595379;2019;20,06249321;3959,405719;Gris
1695;20/10/2023;Buenos Aires;Particular;NA;No;Chevrolet;Camioneta;246042;102291,827;123,1854474;2011;14,93592519;3920,561839;Gris
1696;3/6/2022;Santa Fe;Empresa;Servicios;No;Renault;Camioneta;224411;84126,59092;170,4149746;2019;12,34480011;3613,901611;Gris
1697;8/10/2023;Buenos Aires;Empresa;Servicios;SI;Volkswagen;Auto;0;67370,5446;196,7679274;2023;13,57509699;3146,102274;Gris
1698;22/11/2022;Buenos Aires;Particular;NA;SI;Fiat;Auto;0;37987,21998;176,8561188;2022;6,915473883;2208,745875;Gris
1699;12/6/2022;Buenos Aires;Particular;NA;No;Mercedes-Benz;Trafic;71039;74796,14067;116,5171862;2019;7,621545137;3380,414225;Gris
1700;19/12/2023;Buenos Aires;Particular;NA;No;Toyota;Auto;243710;14629,43087;108,9651619;2011;5,473610915;2969,057256;Gris
1701;3/12/2022;Santa Fe;Empresa;Produccion;No;Toyota;Auto;224620;10604,32428;127,4289564;2019;21,27984001;3206,326836;Gris
1702;11/9/2022;Mendoza;Particular;NA;No;Fiat;Trafic;145337;23441,22617;127,3755344;2019;8,754840434;4110,760742;Gris
1703;25/9/2023;Buenos Aires;Particular;NA;No;Mercedes-Benz;Auto;171805;32238,28943;145,7609155;2011;23,01626143;4572,715535;Gris
1704;20/10/2023;Buenos Aires;Particular;NA;No;Renault;Auto;65164;33948,38377;172,0421026;2011;5,508718418;3165,473116;Gris
1705;22/6/2022;Buenos Aires;Empresa;Produccion;SI;Fiat;Auto;0;59756,26172;140,9778168;2022;20,29323367;3701,08337;Gris
1706;17/7/2022;Santa Fe;Particular;NA;No;Volkswagen;Auto;26326;24000,09513;114,8535553;2019;12,30208363;2235,763624;Gris
1707;31/8/2023;Santa Fe;Particular;NA;No;Toyota;SUV;192373;34328,20127;158,5487744;2018;6,588296651;2884,737693;Gris
1708;11/10/2023;Buenos Aires;Particular;NA;No;Chevrolet;Camioneta;67279;92652,77028;114,6106199;2018;16,8855998;2961,772243;Gris
1709;22/9/2022;Cordoba;Empresa;Transporte;No;Ford;Auto;37392;5783,409661;164,8966366;2019;19,73316746;4954,677179;Gris
1710;12/10/2023;Buenos Aires;Particular;NA;No;Toyota;SUV;220184;52132,42576;178,5714215;2018;18,33579374;4426,976904;Gris
1711;12/10/2023;Mendoza;Particular;NA;No;Chevrolet;Moto;73524;71482,3048;148,6442068;2018;15,85795282;4740,037323;Gris
1712;11/8/2022;Buenos Aires;Empresa;Comercial;No;Volkswagen;Auto;280357;63139,38382;156,4387146;2019;24,74203363;3323,171654;Gris
1713;24/2/2022;Santa Fe;Particular;NA;No;Mercedes-Benz;Trafic;102570;32479,65639;119,2159687;2019;19,82068598;1912,729059;Gris
1714;9/1/2023;Santa Fe;Particular;NA;SI;Mercedes-Benz;SUV;0;50254,75596;194,319872;2023;18,56534188;4964,100811;Gris
1715;11/5/2023;Santa Fe;Empresa;Servicios;SI;Volkswagen;Trafic;0;35026,14188;138,0306505;2023;12,092385;1009,149937;Gris
1716;15/7/2022;Mendoza;Particular;NA;No;Volkswagen;SUV;243509;51611,89031;103,4824029;2019;18,93000686;928,4573565;Gris
1717;9/6/2022;Buenos Aires;Particular;NA;No;Toyota;Trafic;106557;38338,77955;129,9235478;2019;19,67541604;729,5057386;Gris
1718;12/1/2023;Santa Fe;Particular;NA;No;Mercedes-Benz;Auto;116070;76751,46897;187,4631276;2018;6,606857564;3252,622779;Gris
1719;31/5/2022;Entre Rios;Particular;NA;SI;Toyota;Camioneta;0;71474,24002;144,1899778;2022;20,70935004;1820,8687;Gris
1720;21/9/2023;Buenos Aires;Particular;NA;No;Ford;Auto;290856;35539,55947;117,8458144;2018;16,93476698;4521,827676;Gris
1721;21/12/2022;Santa Fe;Particular;NA;No;Nissan;Camion;124990;35907,46179;138,9238748;2019;7,370904012;4228,982041;Gris
1722;2/3/2022;Buenos Aires;Empresa;Transporte;No;Chevrolet;Auto;193472;7487,935945;178,4752918;2019;23,63047894;3719,358206;Gris
1723;6/3/2022;Buenos Aires;Empresa;Produccion;No;Nissan;Camioneta;98556;96755,00619;196,8678499;2017;11,62528631;878,4893465;Gris
1724;14/11/2022;Cordoba;Empresa;Construccion;No;Fiat;Camioneta;105835;82617,7025;106,3098714;2017;20,0870864;3220,943874;Gris
1725;27/9/2022;Buenos Aires;Particular;NA;SI;Volkswagen;Camioneta;0;50458,58185;101,0451876;2022;23,77625586;1985,124239;Gris
1726;27/12/2023;Buenos Aires;Particular;NA;No;Volkswagen;SUV;155434;76709,40928;192,4557143;2018;23,90522789;2868,989991;Gris
1727;15/12/2023;Tucuman;Empresa;Transporte;No;Nissan;Auto;85463;72587,14877;116,1111908;2018;24,48633768;4255,075723;Gris
1728;14/10/2022;Buenos Aires;Empresa;Produccion;No;Ford;Auto;257557;35776,29184;157,8833491;2017;20,98659055;4983,636677;Gris
1729;30/5/2023;Buenos Aires;Empresa;Transporte;No;Toyota;Auto;31771;69140,0552;155,5818319;2018;11,03098418;2679,039232;Gris
1730;30/3/2023;Buenos Aires;Empresa;Produccion;No;Renault;Auto;177733;44873,85861;139,1446179;2018;24,98863729;3421,273345;Gris
1731;12/5/2022;Santa Fe;Particular;NA;No;Ford;Auto;128004;75259,54419;133,4343639;2017;7,018532416;3685,49264;Gris
1732;16/3/2022;Santa Fe;Particular;NA;SI;Fiat;SUV;0;63608,02162;105,1589057;2022;7,939815341;2935,582055;Gris
1733;6/4/2022;Mendoza;Empresa;Comercial;SI;Renault;Auto;0;48981,10795;180,0958642;2022;7,558850754;4375,605212;Gris
1734;24/8/2023;Buenos Aires;Particular;NA;No;Renault;Auto;251607;70500,18299;184,8593116;2018;15,09388241;1718,952415;Gris
1735;11/2/2023;Buenos Aires;Particular;NA;No;Nissan;Camioneta;17983;112268,3481;104,8232091;2018;14,99426084;3280,681606;Gris
1736;14/10/2023;Salta;Empresa;Comercial;No;Fiat;Camioneta;206648;21658,11173;152,3997465;2018;5,104569082;786,9399456;Gris
1737;12/6/2023;Misiones;Particular;NA;SI;Chevrolet;Moto;0;6605,196652;138,1980633;2023;18,38954452;1490,617564;Gris
1738;19/4/2023;Buenos Aires;Particular;NA;No;Nissan;Camion;32674;116062,7827;171,5424504;2018;12,97215663;2748,07987;Gris
1739;21/10/2023;Santa Fe;Empresa;Comercial;No;Chevrolet;Camioneta;48038;67352,5671;166,4636242;2018;8,717045984;1075,506365;Gris
1740;17/2/2023;Buenos Aires;Particular;NA;SI;Ford;Auto;0;66153,91476;196,4333615;2023;23,90772144;3824,137764;Gris
1741;2/10/2023;Buenos Aires;Empresa;Construccion;No;Chevrolet;Camion;275681;53157,43153;139,258001;2018;13,08351348;1204,355977;Gris
1742;28/10/2022;Santa Fe;Particular;NA;No;Toyota;Auto;140139;11961,04899;102,2143099;2017;14,59704551;3041,977603;Gris
1743;14/3/2023;Santa Fe;Empresa;Transporte;No;Mercedes-Benz;Auto;274521;38968,04562;118,4881147;2020;11,49496505;637,9241186;Gris
1744;13/4/2022;Cordoba;Particular;NA;No;Mercedes-Benz;Camioneta;136928;95740,49795;183,9763747;2017;16,57595692;1564,354042;Gris
1745;27/1/2023;Entre Rios;Empresa;Construccion;SI;Nissan;Camioneta;0;34143,47533;183,6835874;2023;17,98036182;2847,08356;Gris
1746;6/1/2023;Santa Fe;Particular;NA;No;Toyota;Camioneta;93894;46021,70427;125,6330848;2020;15,33878562;3825,0295;Gris
1747;31/5/2023;Buenos Aires;Empresa;Transporte;No;Toyota;Camioneta;25109;29777,64004;158,506966;2020;7,80816237;2775,769117;Gris
1748;6/3/2023;Santa Fe;Particular;NA;No;Volkswagen;Auto;68706;46486,86022;155,8067049;2020;5,146692437;4468,79504;Gris
1749;10/12/2022;Cordoba;Empresa;Construccion;SI;Chevrolet;Trafic;0;105141,2874;165,1537232;2022;18,09859503;2559,934483;Gris
1750;8/10/2023;Santa Fe;Particular;NA;SI;Fiat;Auto;0;77758,12476;169,9337775;2023;6,219113723;3757,778525;Gris
1751;17/1/2022;Santa Fe;Empresa;Transporte;No;Ford;Camioneta;138279;23697,03318;89,88323591;2017;21,23823155;3143,543317;Gris
1752;6/2/2022;Buenos Aires;Particular;NA;SI;Toyota;Auto;0;39978,16878;173,2537287;2022;13,73101003;720,8124344;Gris
1753;3/10/2022;Buenos Aires;Particular;NA;No;Fiat;Auto;45441;24812,96507;149,579481;2017;9,201646776;2642,42116;Gris
1754;12/7/2023;Mendoza;Empresa;Produccion;No;Chevrolet;Trafic;134777;110875,2205;181,6952152;2020;19,4668818;1026,939591;Gris
1755;17/4/2022;Salta;Particular;NA;No;Renault;Moto;227788;74617,02239;116,2971297;2017;23,47040803;2269,174484;Gris
1756;21/2/2022;Buenos Aires;Empresa;Comercial;No;Mercedes-Benz;Camioneta;219300;74095,24311;192,3837072;2017;16,35958264;4233,028499;Gris
1757;18/11/2022;Buenos Aires;Particular;NA;No;Chevrolet;Camion;206553;23961,17427;109,519642;2017;16,852353;4049,744057;Gris
1758;9/2/2023;Santa Fe;Particular;NA;No;Renault;Moto;99913;11600,18233;186,6702599;2020;19,08935241;3550,124226;Gris
1759;5/9/2022;Buenos Aires;Empresa;Transporte;No;Volkswagen;Camioneta;193705;107703,3776;130,4175484;2017;21,68797847;3074,715539;Gris
1760;24/3/2022;Santa Fe;Empresa;Produccion;No;Renault;Auto;63518;77257,71994;101,3709956;2017;10,42708492;3666,062766;Gris
1761;27/12/2023;Tucuman;Particular;NA;SI;Chevrolet;Auto;0;46127,54401;120,7405485;2023;7,020425269;3056,7433;Gris
1762;27/9/2022;Cordoba;Particular;NA;SI;Toyota;Camioneta;0;89846,834;135,9907056;2022;16,39901644;3017,998864;Gris
1763;8/1/2022;Cordoba;Particular;NA;No;Mercedes-Benz;Trafic;292394;31439,97516;148,0213798;2017;16,04391355;1236,73791;Gris
1764;7/5/2022;Santa Fe;Particular;NA;No;Renault;SUV;98694;57895,85815;130,4310594;2017;19,54946747;2991,250145;Gris
1765;16/11/2023;Santa Fe;Particular;NA;No;Renault;Auto;108664;67017,45939;165,0537148;2020;21,01129852;1662,012791;Gris
1766;2/10/2022;Santa Fe;Particular;NA;SI;Toyota;Auto;0;6398,893546;116,9417499;2022;7,849505166;2533,571411;Gris
1767;29/4/2022;Buenos Aires;Empresa;Construccion;No;Ford;Auto;9487;61319,71828;140,2463684;2017;5,539018882;1767,25781;Gris
1768;25/6/2023;Santa Fe;Particular;NA;SI;Toyota;Camioneta;0;35852,62996;180,8283544;2023;13,895304;914,5422312;Gris
1769;3/1/2022;Santa Fe;Particular;NA;No;Mercedes-Benz;Auto;229145;77971,37519;125,3704858;2017;7,718568012;850,8498652;Gris
1770;19/6/2023;Tucuman;Empresa;Produccion;No;Fiat;SUV;155977;37202,65964;144,5764306;2020;7,816581618;4000,739371;Gris
1771;24/10/2023;Buenos Aires;Particular;NA;No;Toyota;SUV;212189;54412,37254;196,6076484;2020;10,96386873;3758,666168;Gris
